status	original_url	effective_url	file
200	https://hiski.genealogia.fi/	https://hiski.genealogia.fi/	references/local-databases-by-country.md:222
200	https://histreg.no/	https://histreg.no/	references/local-databases-by-country.md:215
200	https://iiif.archive.org/iiif/documentation	https://iiif.archive.org/iiif/documentation	references/source-access-catalog.md:55
200	https://iiif.io/api/	https://iiif.io/api/	references/source-access-catalog.md:211
200	https://indeksy.projektpodlasie.pl/	https://indeksy.projektpodlasie.pl/	references/local-databases-by-country.md:64
200	https://invenio.bundesarchiv.de/	https://invenio.bundesarchiv.de/invenio/	references/local-databases-by-country.md:151
200	https://irishdeedsindex.net/	https://irishdeedsindex.net/	references/local-databases-by-country.md:318
200	https://isda.archives.government.bg:84/	https://isda.archives.government.bg:84/FundSearch.aspx	references/local-databases-by-country.md:267
200	https://jewishgen.org	https://jewishgen.org/	references/databases-by-region.md:281
200	https://jri-poland.org	https://jri-poland.org/	references/databases-by-region.md:279
200	https://jzi.org.pl/	https://jzi.org.pl/	references/local-databases-by-country.md:65
200	https://katalog.devletarsivleri.gov.tr/	https://katalog.devletarsivleri.gov.tr/	references/local-databases-by-country.md:273
200	https://katiha.kansallisarkisto.fi/	https://katiha.kansallisarkisto.fi/	references/local-databases-by-country.md:223
200	https://kresy.genealodzy.pl/	https://kresy.genealodzy.pl/	references/local-databases-by-country.md:70
200	https://libertyellisfoundation.org	https://www.statueofliberty.org/	references/databases-by-region.md:220
200	https://libraries.tas.gov.au/slat/records-included-in-the-names-index	https://libraries.tas.gov.au/slat/records-included-in-the-names-index	references/local-databases-by-country.md:364
200	https://lithuaniangenealogy.org	https://lithuaniangenealogy.org/	references/databases-by-region.md:120
200	https://manxnationalheritage.im/collections/library-and-archives	https://manxnationalheritage.im/collections/library-and-archives/	references/uk-ireland-local-sources.md:115,references/uk-ireland-local-sources.md:48
200	https://memoria.bn.gov.br/	https://memoria.bn.gov.br/	references/local-databases-by-country.md:183
200	https://meta.genealogy.net/	https://meta.genealogy.net/	references/local-databases-by-country.md:143
200	https://metryki.genbaza.pl/	https://metryki.genbaza.pl/	references/local-databases-by-country.md:67
200	https://metryki.genealodzy.pl	https://metryki.genealodzy.pl/	references/databases-by-region.md:59
200	https://metryki.genealodzy.pl/	https://metryki.genealodzy.pl/	references/local-databases-by-country.md:58,references/source-access-catalog.md:158
200	https://michiganology.org/vital-records/	https://michiganology.org/vital-records/	references/local-databases-by-country.md:343
200	https://mnl.gov.hu	https://mnl.gov.hu/	references/databases-by-region.md:210
200	https://mnl.gov.hu/	https://mnl.gov.hu/	references/local-databases-by-country.md:256
200	https://mnl.gov.hu/angol	https://mnl.gov.hu/angol	references/source-access-catalog.md:150
200	https://myheritage.com	https://www.myheritage.pl/	SKILL.md:184,references/databases-by-region.md:41
200	https://myheritage.com/dna	https://www.myheritage.pl/dna	references/databases-by-region.md:293
